Mapping from algorithm to int: {'recomp-inc3': 3, 'recomp-astar': 2, 'inc3': 1, 'astar': 0}

Param search space: 
{'min_samples_split': [2, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95], 'criterion': ['gini', 'entropy'], 'max_depth': [3, 4, 5, 6, 7, 8, 9]}

n_folds: 5, n_proc: 7, value_count: {0: 3826, 1: 1650, 2: 440, 3: 84}, proportion: {0: 0.6376666666666667, 1: 0.275, 2: 0.07333333333333333, 3: 0.014}, class_weight: balanced
Best parameter set found on development set

{'min_samples_split': 15, 'criterion': 'gini', 'max_depth': 4}

Grid scores on development set: 

0.313 (+/-0.074) for {'min_samples_split': 2, 'criterion': 'gini', 'max_depth': 6}
0.312 (+/-0.073) for {'min_samples_split': 5, 'criterion': 'gini', 'max_depth': 6}
0.312 (+/-0.073) for {'min_samples_split': 10, 'criterion': 'gini', 'max_depth': 6}
0.312 (+/-0.073) for {'min_samples_split': 15, 'criterion': 'gini', 'max_depth': 6}
0.311 (+/-0.072) for {'min_samples_split': 20, 'criterion': 'gini', 'max_depth': 6}
0.310 (+/-0.072) for {'min_samples_split': 25, 'criterion': 'gini', 'max_depth': 6}
0.310 (+/-0.071) for {'min_samples_split': 30, 'criterion': 'gini', 'max_depth': 6}
0.310 (+/-0.071) for {'min_samples_split': 35, 'criterion': 'gini', 'max_depth': 6}
0.310 (+/-0.071) for {'min_samples_split': 40, 'criterion': 'gini', 'max_depth': 6}
0.310 (+/-0.071) for {'min_samples_split': 45, 'criterion': 'gini', 'max_depth': 6}
0.310 (+/-0.071) for {'min_samples_split': 50, 'criterion': 'gini', 'max_depth': 6}
0.309 (+/-0.070) for {'min_samples_split': 55, 'criterion': 'gini', 'max_depth': 6}
0.308 (+/-0.069) for {'min_samples_split': 60, 'criterion': 'gini', 'max_depth': 6}
0.307 (+/-0.069) for {'min_samples_split': 65, 'criterion': 'gini', 'max_depth': 6}
0.307 (+/-0.068) for {'min_samples_split': 70, 'criterion': 'gini', 'max_depth': 6}
0.307 (+/-0.068) for {'min_samples_split': 75, 'criterion': 'gini', 'max_depth': 6}
0.307 (+/-0.068) for {'min_samples_split': 80, 'criterion': 'gini', 'max_depth': 6}
0.306 (+/-0.068) for {'min_samples_split': 85, 'criterion': 'gini', 'max_depth': 6}
0.306 (+/-0.068) for {'min_samples_split': 90, 'criterion': 'gini', 'max_depth': 6}
0.306 (+/-0.068) for {'min_samples_split': 95, 'criterion': 'gini', 'max_depth': 6}
0.368 (+/-0.043) for {'min_samples_split': 2, 'criterion': 'gini', 'max_depth': 7}
0.367 (+/-0.043) for {'min_samples_split': 5, 'criterion': 'gini', 'max_depth': 7}
0.367 (+/-0.043) for {'min_samples_split': 10, 'criterion': 'gini', 'max_depth': 7}
0.366 (+/-0.045) for {'min_samples_split': 15, 'criterion': 'gini', 'max_depth': 7}
0.365 (+/-0.043) for {'min_samples_split': 20, 'criterion': 'gini', 'max_depth': 7}
0.365 (+/-0.043) for {'min_samples_split': 25, 'criterion': 'gini', 'max_depth': 7}
0.363 (+/-0.042) for {'min_samples_split': 30, 'criterion': 'gini', 'max_depth': 7}
0.363 (+/-0.044) for {'min_samples_split': 35, 'criterion': 'gini', 'max_depth': 7}
0.362 (+/-0.043) for {'min_samples_split': 40, 'criterion': 'gini', 'max_depth': 7}
0.362 (+/-0.043) for {'min_samples_split': 45, 'criterion': 'gini', 'max_depth': 7}
0.362 (+/-0.044) for {'min_samples_split': 50, 'criterion': 'gini', 'max_depth': 7}
0.361 (+/-0.043) for {'min_samples_split': 55, 'criterion': 'gini', 'max_depth': 7}
0.360 (+/-0.045) for {'min_samples_split': 60, 'criterion': 'gini', 'max_depth': 7}
0.359 (+/-0.043) for {'min_samples_split': 65, 'criterion': 'gini', 'max_depth': 7}
0.358 (+/-0.043) for {'min_samples_split': 70, 'criterion': 'gini', 'max_depth': 7}
0.357 (+/-0.042) for {'min_samples_split': 75, 'criterion': 'gini', 'max_depth': 7}
0.356 (+/-0.042) for {'min_samples_split': 80, 'criterion': 'gini', 'max_depth': 7}
0.355 (+/-0.040) for {'min_samples_split': 85, 'criterion': 'gini', 'max_depth': 7}
0.355 (+/-0.041) for {'min_samples_split': 90, 'criterion': 'gini', 'max_depth': 7}
0.355 (+/-0.040) for {'min_samples_split': 95, 'criterion': 'gini', 'max_depth': 7}
0.352 (+/-0.046) for {'min_samples_split': 2, 'criterion': 'gini', 'max_depth': 8}
0.350 (+/-0.048) for {'min_samples_split': 5, 'criterion': 'gini', 'max_depth': 8}
0.350 (+/-0.046) for {'min_samples_split': 10, 'criterion': 'gini', 'max_depth': 8}
0.348 (+/-0.046) for {'min_samples_split': 15, 'criterion': 'gini', 'max_depth': 8}
0.347 (+/-0.047) for {'min_samples_split': 20, 'criterion': 'gini', 'max_depth': 8}
0.347 (+/-0.046) for {'min_samples_split': 25, 'criterion': 'gini', 'max_depth': 8}
0.343 (+/-0.047) for {'min_samples_split': 30, 'criterion': 'gini', 'max_depth': 8}
0.343 (+/-0.046) for {'min_samples_split': 35, 'criterion': 'gini', 'max_depth': 8}
0.341 (+/-0.048) for {'min_samples_split': 40, 'criterion': 'gini', 'max_depth': 8}
0.339 (+/-0.048) for {'min_samples_split': 45, 'criterion': 'gini', 'max_depth': 8}
0.340 (+/-0.047) for {'min_samples_split': 50, 'criterion': 'gini', 'max_depth': 8}
0.338 (+/-0.045) for {'min_samples_split': 55, 'criterion': 'gini', 'max_depth': 8}
0.338 (+/-0.043) for {'min_samples_split': 60, 'criterion': 'gini', 'max_depth': 8}
0.334 (+/-0.045) for {'min_samples_split': 65, 'criterion': 'gini', 'max_depth': 8}
0.333 (+/-0.046) for {'min_samples_split': 70, 'criterion': 'gini', 'max_depth': 8}
0.331 (+/-0.048) for {'min_samples_split': 75, 'criterion': 'gini', 'max_depth': 8}
0.331 (+/-0.047) for {'min_samples_split': 80, 'criterion': 'gini', 'max_depth': 8}
0.330 (+/-0.049) for {'min_samples_split': 85, 'criterion': 'gini', 'max_depth': 8}
0.328 (+/-0.046) for {'min_samples_split': 90, 'criterion': 'gini', 'max_depth': 8}
0.328 (+/-0.047) for {'min_samples_split': 95, 'criterion': 'gini', 'max_depth': 8}
0.359 (+/-0.051) for {'min_samples_split': 2, 'criterion': 'gini', 'max_depth': 9}
0.358 (+/-0.053) for {'min_samples_split': 5, 'criterion': 'gini', 'max_depth': 9}
0.355 (+/-0.051) for {'min_samples_split': 10, 'criterion': 'gini', 'max_depth': 9}
0.352 (+/-0.049) for {'min_samples_split': 15, 'criterion': 'gini', 'max_depth': 9}
0.351 (+/-0.049) for {'min_samples_split': 20, 'criterion': 'gini', 'max_depth': 9}
0.350 (+/-0.049) for {'min_samples_split': 25, 'criterion': 'gini', 'max_depth': 9}
0.343 (+/-0.050) for {'min_samples_split': 30, 'criterion': 'gini', 'max_depth': 9}
0.343 (+/-0.050) for {'min_samples_split': 35, 'criterion': 'gini', 'max_depth': 9}
0.337 (+/-0.052) for {'min_samples_split': 40, 'criterion': 'gini', 'max_depth': 9}
0.336 (+/-0.051) for {'min_samples_split': 45, 'criterion': 'gini', 'max_depth': 9}
0.336 (+/-0.051) for {'min_samples_split': 50, 'criterion': 'gini', 'max_depth': 9}
0.336 (+/-0.051) for {'min_samples_split': 55, 'criterion': 'gini', 'max_depth': 9}
0.333 (+/-0.050) for {'min_samples_split': 60, 'criterion': 'gini', 'max_depth': 9}
0.329 (+/-0.052) for {'min_samples_split': 65, 'criterion': 'gini', 'max_depth': 9}
0.329 (+/-0.052) for {'min_samples_split': 70, 'criterion': 'gini', 'max_depth': 9}
0.327 (+/-0.053) for {'min_samples_split': 75, 'criterion': 'gini', 'max_depth': 9}
0.328 (+/-0.050) for {'min_samples_split': 80, 'criterion': 'gini', 'max_depth': 9}
0.326 (+/-0.049) for {'min_samples_split': 85, 'criterion': 'gini', 'max_depth': 9}
0.324 (+/-0.048) for {'min_samples_split': 90, 'criterion': 'gini', 'max_depth': 9}
0.323 (+/-0.048) for {'min_samples_split': 95, 'criterion': 'gini', 'max_depth': 9}
0.227 (+/-0.166) for {'min_samples_split': 2, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 5, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 10, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 15, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.165) for {'min_samples_split': 20, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.165) for {'min_samples_split': 25, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.165) for {'min_samples_split': 30, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.165) for {'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.165) for {'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.165) for {'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 50, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 55, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 60, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 65, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 70, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 75, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 80, 'criterion': 'entropy', 'max_depth': 3}
0.227 (+/-0.166) for {'min_samples_split': 85, 'criterion': 'entropy', 'max_depth': 3}
0.226 (+/-0.167) for {'min_samples_split': 90, 'criterion': 'entropy', 'max_depth': 3}
0.226 (+/-0.167) for {'min_samples_split': 95, 'criterion': 'entropy', 'max_depth': 3}
0.177 (+/-0.049) for {'min_samples_split': 2, 'criterion': 'entropy', 'max_depth': 4}
0.177 (+/-0.049) for {'min_samples_split': 5, 'criterion': 'entropy', 'max_depth': 4}
0.177 (+/-0.049) for {'min_samples_split': 10, 'criterion': 'entropy', 'max_depth': 4}
0.177 (+/-0.049) for {'min_samples_split': 15, 'criterion': 'entropy', 'max_depth': 4}
0.178 (+/-0.049) for {'min_samples_split': 20, 'criterion': 'entropy', 'max_depth': 4}
0.178 (+/-0.049) for {'min_samples_split': 25, 'criterion': 'entropy', 'max_depth': 4}
0.178 (+/-0.049) for {'min_samples_split': 30, 'criterion': 'entropy', 'max_depth': 4}
0.178 (+/-0.049) for {'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 4}
0.178 (+/-0.049) for {'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 4}
